gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulation
EIF2AK3,-0.489949371766437,9.50270146137787,-6.43738604442949,2.95756024036573e-10,8.25003645996756e-10,11.5743284898291,NS
MAP3K5,-1.02505232815965,8.93376409185804,-6.40365057011377,3.62792436331939e-10,9.98857097433392e-10,11.3743749556591,Down_LIHC
CAMK2G,-0.343565287016494,9.90501461377871,-6.29010914640323,7.16215768705963e-10,1.94663773032903e-09,10.7089348393116,NS
TLR6,-0.78790226656812,5.91400835073069,-6.23932319629242,9.68157703390207e-10,2.59809409011043e-09,10.4142385053646,NS
PIK3CD,-0.767380019709284,7.97879958246347,-6.17254405504231,1.43428021170055e-09,3.80084256100646e-09,10.0301150714024,NS
JUN,-0.797969204237488,12.4595532359081,-6.13808423144231,1.75442298015499e-09,4.59182310855381e-09,9.83327528099575,NS
SELP,-1.17607812269032,5.54395699373695,-6.09184312599064,2.29576758721154e-09,5.93539912791276e-09,9.5706186849744,Down_LIHC
KRAS,-0.440111702389743,10.0251941544885,-6.08415813022234,2.39980588142594e-09,6.12962466099157e-09,9.52732325517458,NS
LYN,0.508331879773348,10.1289686847599,6.06651658843733,2.65775632098448e-09,6.7076707148656e-09,9.42764274105034,NS
PLCB1,0.922893964030554,8.68501043841336,6.04419100169642,3.02369396281035e-09,7.54144847195051e-09,9.30172709661752,NS
NOX1,0.995224340970683,1.62691231732777,5.94665934752001,5.2841161699451e-09,1.30259607910275e-08,8.75703470267747,NS
CASP8,0.397714461690082,9.55110855949896,5.85150659802498,9.04315273235428e-09,2.20361882673461e-08,8.23316394308611,NS
PPP3CB,0.257117516629741,10.1333444676409,5.74177511597899,1.66609434194658e-08,4.01377273287132e-08,7.6379326385753,NS
SRC,0.823069820152757,9.72772860125261,5.71973982609167,1.88178145950637e-08,4.48244572376797e-08,7.51943563718665,NS
MAPK9,0.303289923626531,10.4000772442589,5.70009582965799,2.09614453649566e-08,4.93758490818978e-08,7.4144171440331,NS
BCL2L1,0.405774575018482,12.3479540709812,5.66480843860325,2.54322100161023e-08,5.92486650924582e-08,7.22629117378922,NS
MAP2K6,0.898931756590288,7.21186012526096,5.66093492503894,2.59804028526262e-08,5.98678848343125e-08,7.20555832377466,NS
RXRB,-0.31625661492977,10.9859519832985,-5.61534600879097,3.32931323083623e-08,7.58940220362668e-08,6.96431495911236,NS
CD40LG,0.924790046809555,4.18046200417537,5.59009641027248,3.81776165426201e-08,8.61027096493134e-08,6.8312201364387,NS
HSPA8,0.48640428677013,14.7533402922756,5.5615727672698,4.45233093739946e-08,9.93572798661775e-08,6.68174263064298,NS
CCL5,0.896686425227886,8.84678496868476,5.49217523234879,6.45694539727095e-08,1.42590877523067e-07,6.32058570352421,NS
PLCB3,0.351861640798234,9.46536743215031,5.47691947433021,7.00197371707604e-08,1.5303282763094e-07,6.24187281166716,NS
SOD2,-0.706618132544957,14.9408350730689,-5.37123420451313,1.22264096278333e-07,2.64489677663333e-07,5.70090318740188,NS
