SYMBOL	TCGA-G3-A3CH-11	TCGA-DD-AAW0-01	TCGA-RC-A7SH-01	TCGA-DD-AACA-01	TCGA-DD-A3A6-11	TCGA-K7-AAU7-01	GTEX-WZTO-0626-SM-4PQYY	TCGA-DD-A3A5-11	TCGA-RC-A7SB-01	TCGA-DD-A11A-11	TCGA-CC-A7IF-01	TCGA-DD-AAVZ-01	TCGA-DD-A116-11	TCGA-ED-A627-01	TCGA-DD-AAVV-01	TCGA-BC-4073-01	TCGA-QA-A7B7-01	TCGA-BC-A10X-01	GTEX-12WSM-0726-SM-5GCOW	TCGA-DD-A114-11	TCGA-DD-A1EG-11	GTEX-12WSI-0226-SM-5GCNA	GTEX-12696-0826-SM-5EGGE	TCGA-G3-A6UC-01	TCGA-BD-A3ER-01	GTEX-1212Z-0226-SM-59HLF	TCGA-DD-AACT-01	TCGA-CC-A3MB-01	TCGA-DD-A39V-01	TCGA-EP-A3RK-01	TCGA-DD-A73B-01	TCGA-DD-AACS-01	GTEX-ZYT6-0626-SM-5E45V	TCGA-DD-A4NK-01	TCGA-CC-5261-01	TCGA-G3-A5SJ-01	TCGA-DD-AACX-01	TCGA-DD-A1EI-01	TCGA-BC-A5W4-01	TCGA-CC-A7IH-01	TCGA-BD-A3EP-11	TCGA-WJ-A86L-01	TCGA-EP-A2KC-01	TCGA-CC-A7IL-01	GTEX-T6MN-1226-SM-3NMA5	TCGA-DD-A4NS-01	TCGA-DD-AADI-01	TCGA-CC-A7IG-01	TCGA-DD-A11B-11	TCGA-ES-A2HT-11	TCGA-CC-5262-01	TCGA-5R-AA1C-01	TCGA-G3-AAV1-01	GTEX-11DXZ-0126-SM-5EGGY	TCGA-DD-AAD2-01	TCGA-CC-A9FU-01	TCGA-CC-5258-01	TCGA-ZP-A9D2-01	TCGA-RC-A7S9-01	GTEX-11UD2-1626-SM-5EQM3	TCGA-DD-AA3A-01	GTEX-147F4-1426-SM-5LUA8	TCGA-WX-AA46-01	TCGA-EP-A3RK-11	TCGA-DD-A3A6-01	GTEX-144GM-1326-SM-5LU5E	TCGA-BC-A69H-01	GTEX-13N11-0926-SM-5IJG2	TCGA-G3-A7M6-01	GTEX-12ZZZ-1326-SM-59HKW	GTEX-RNOR-1426-SM-48FDJ	TCGA-DD-A1EH-11	TCGA-DD-A39Y-01	GTEX-WFON-1726-SM-4LVMQ	GTEX-VUSG-0126-SM-4KL1X	TCGA-ZS-A9CE-01	TCGA-G3-A5SL-01	TCGA-2Y-A9H1-01	TCGA-ED-A7PZ-01	TCGA-G3-AAV0-01	TCGA-DD-AAD8-01	TCGA-DD-A113-11	TCGA-DD-AADO-01	TCGA-G3-A3CJ-01	GTEX-11ZUS-2526-SM-59872	TCGA-DD-A11D-01	TCGA-DD-AACK-01	TCGA-DD-A118-01	TCGA-G3-AAV7-01	TCGA-DD-A4NI-01	TCGA-DD-AADL-01	GTEX-QEG4-1826-SM-4R1JN	TCGA-CC-A5UD-01	TCGA-DD-AAE6-01	GTEX-YB5E-0326-SM-5IFHU	TCGA-DD-A116-01	TCGA-HP-A5N0-01	TCGA-ED-A97K-01	GTEX-O5YT-0826-SM-3TW8N	TCGA-EP-A2KA-01	TCGA-DD-AAE2-01	GTEX-11TUW-1726-SM-5BC5C	TCGA-CC-A7IE-01	TCGA-G3-AAV5-01	TCGA-4R-AA8I-01	TCGA-DD-A3A8-11	TCGA-ED-A7PX-01	TCGA-DD-A115-01	GTEX-11EQ9-0526-SM-5A5JZ	TCGA-DD-AAD5-01	TCGA-CC-A5UC-01	GTEX-UPIC-0926-SM-4IHLV	GTEX-ZVT4-0626-SM-5E45T	TCGA-MI-A75C-01	TCGA-DD-A3A1-01	GTEX-13NZ9-1326-SM-5MR3V	TCGA-ZS-A9CD-01	TCGA-NI-A8LF-01	GTEX-139UC-1426-SM-5IJGH	GTEX-12KS4-1326-SM-5LUB3	TCGA-G3-A3CK-01	TCGA-G3-A25Z-01	TCGA-BC-A10U-11	TCGA-BC-A217-01	GTEX-14753-1626-SM-5NQ9L	TCGA-DD-A3A9-01	TCGA-DD-A119-01	TCGA-G3-A25V-01	TCGA-DD-AACI-01	GTEX-11WQC-0726-SM-5EQMR	TCGA-UB-A7MB-01	TCGA-DD-A3A2-11	TCGA-BC-A10W-11	TCGA-DD-AAVR-01	TCGA-BC-A10Y-11	TCGA-2Y-A9GX-01	TCGA-DD-AADQ-01	TCGA-BC-A69I-01	TCGA-UB-AA0V-01	GTEX-X4XY-1626-SM-46MVN	TCGA-ED-A7XP-01	GTEX-13PVR-0126-SM-5S2PY	TCGA-2Y-A9GW-01	TCGA-BW-A5NP-01	TCGA-YA-A8S7-01	TCGA-DD-AAEB-01	TCGA-DD-AADV-01	TCGA-DD-A1EL-11	TCGA-DD-AAE3-01	TCGA-G3-A25S-01	GTEX-RN64-1826-SM-48FDV	TCGA-EP-A3JL-01	GTEX-13FLV-0326-SM-5N9DJ	TCGA-BD-A2L6-01	GTEX-S33H-1626-SM-4AD68	TCGA-DD-AAW3-01	TCGA-DD-AAVY-01	TCGA-ED-A7XO-01	GTEX-11DXY-0526-SM-5EGGQ	GTEX-13113-1326-SM-5GCOI	TCGA-ED-A66X-01	GTEX-RU72-1426-SM-46MUF	TCGA-2V-A95S-01	GTEX-13OVJ-1026-SM-5IFGI	TCGA-DD-AADA-01	TCGA-DD-AACW-01	GTEX-13O3O-1826-SM-5IFGW	TCGA-2Y-A9H2-01	TCGA-DD-AACC-01	TCGA-2Y-A9GZ-01	TCGA-DD-AACJ-01	TCGA-DD-A1EF-01	TCGA-DD-A73A-01	TCGA-BC-A10S-01	TCGA-DD-A39W-11	TCGA-CC-A3MA-01	TCGA-DD-A114-01	TCGA-G3-A3CI-01	TCGA-CC-A7II-01	TCGA-BC-A216-11	TCGA-DD-A1EB-01	TCGA-BC-A110-11	TCGA-DD-AADB-01	TCGA-ZP-A9CY-01	GTEX-WYVS-1926-SM-4SOIC	TCGA-DD-AAVP-01	TCGA-UB-A7MA-01	TCGA-WQ-AB4B-01	TCGA-ES-A2HS-01	GTEX-ZPU1-0826-SM-57WG2	TCGA-G3-A7M9-01	TCGA-BC-A8YO-01	GTEX-13SLX-1226-SM-5S2Q6	TCGA-2Y-A9H3-01	GTEX-ZEX8-0826-SM-4WKHK	GTEX-13FTW-1126-SM-5J2NV	GTEX-13QJC-0726-SM-5RQJK	TCGA-BC-A10W-01	TCGA-FV-A496-01	TCGA-DD-AAEH-01	TCGA-UB-A7MC-01	TCGA-CC-A9FW-01	TCGA-DD-AAVQ-01	GTEX-OOBJ-0826-SM-3NB2K	GTEX-P78B-1326-SM-3P611	TCGA-ZP-A9D4-01	TCGA-5C-A9VH-01	TCGA-FV-A4ZP-01	TCGA-DD-AAEE-01	TCGA-DD-A4NE-01	TCGA-ZP-A9D0-01	TCGA-CC-A8HV-01	TCGA-DD-A73G-01	TCGA-DD-A1EC-11	TCGA-DD-AACY-01	TCGA-DD-AADW-01	GTEX-ZYY3-0626-SM-5NQ6W	TCGA-ED-A7PY-01	GTEX-14C38-1526-SM-5RQJ7	TCGA-3K-AAZ8-01	TCGA-CC-A8HU-01	TCGA-2Y-A9H0-01	TCGA-DD-A4NF-01	TCGA-DD-A1EL-01	TCGA-KR-A7K0-01	TCGA-G3-A5SM-01	TCGA-DD-A11C-01	TCGA-BC-A10Q-01	TCGA-DD-AACU-01	TCGA-DD-A3A3-01	TCGA-DD-A4NB-01	GTEX-ZAB4-0826-SM-5LU9D	GTEX-12WSL-0226-SM-5CVMJ	TCGA-FV-A3R3-01	TCGA-BC-A10R-11	TCGA-BC-A10R-01	TCGA-DD-AADG-01	TCGA-DD-A4NA-01	TCGA-DD-AADR-01	TCGA-DD-AAE1-01	TCGA-MI-A75G-01	TCGA-K7-A5RF-01	TCGA-WX-AA44-01	TCGA-DD-A3A5-01	TCGA-G3-A7M8-01	TCGA-WX-AA47-01	TCGA-CC-A7IJ-01	TCGA-FV-A3I0-11	TCGA-G3-AAV2-01	TCGA-BC-A3KF-01	GTEX-WY7C-0726-SM-4ONCB	TCGA-DD-AAC8-01	TCGA-ZP-A9CV-01	TCGA-BC-A10T-01	TCGA-DD-A118-11	TCGA-WQ-A9G7-01	TCGA-ZS-A9CG-01	TCGA-DD-AAD6-01	TCGA-FV-A3I0-01	TCGA-G3-A3CH-01	TCGA-LG-A6GG-01	TCGA-CC-5263-01	TCGA-DD-AADS-01	TCGA-BD-A3EP-01	TCGA-DD-AADM-01	GTEX-YECK-1926-SM-4W21H	TCGA-CC-A8HS-01	TCGA-UB-AA0U-01	GTEX-145LU-1326-SM-5LU9N	TCGA-G3-A25Y-01	TCGA-5C-AAPD-01	TCGA-DD-A4NG-01	TCGA-DD-A11B-01	TCGA-G3-A5SK-01	TCGA-DD-A73E-01	TCGA-DD-AADJ-01	TCGA-EP-A26S-01	GTEX-13NYB-1026-SM-5IFH3	TCGA-DD-A4NH-01	TCGA-ED-A459-01	TCGA-DD-AAEI-01	TCGA-DD-AAD1-01	TCGA-DD-AADF-01	TCGA-XR-A8TC-01	TCGA-RC-A6M4-01	TCGA-5C-A9VG-01	TCGA-G3-A7M7-01	GTEX-RM2N-1926-SM-48FCU	TCGA-XR-A8TG-01	TCGA-DD-AAVW-01	TCGA-DD-AAVU-01	GTEX-X261-1726-SM-4PQYT	TCGA-BC-A10T-11	TCGA-FV-A2QR-11	TCGA-2Y-A9H4-01	TCGA-EP-A2KB-01	TCGA-DD-A119-11	GTEX-X4EP-1026-SM-4QAS5	GTEX-11OF3-0726-SM-5BC4Z	TCGA-T1-A6J8-01	GTEX-11TT1-1726-SM-5EQLJ	GTEX-147JS-1126-SM-5RQIW	TCGA-CC-A123-01	GTEX-139YR-0226-SM-5IFEM	TCGA-DD-A39V-11	TCGA-HP-A5MZ-01	TCGA-ED-A8O6-01	GTEX-Y5V5-0926-SM-4VBPZ	TCGA-DD-A1EI-11	TCGA-BC-A10X-11	TCGA-MI-A75E-01	TCGA-DD-A1EJ-11	TCGA-XR-A8TD-01	GTEX-ZAB5-0426-SM-5CVMI	TCGA-DD-A3A7-01	GTEX-131XE-0326-SM-5LZVO	GTEX-1497J-0726-SM-5Q5D1	TCGA-O8-A75V-01	TCGA-DD-AACP-01	TCGA-ZP-A9D1-01	TCGA-2Y-A9GY-01	TCGA-DD-AACG-01	GTEX-RTLS-1326-SM-46MUN	GTEX-1399R-1226-SM-5P9GF	TCGA-DD-A1EJ-01	TCGA-2Y-A9H5-01	GTEX-ZF2S-3026-SM-4WWCH	TCGA-DD-AAEK-01	GTEX-13PVQ-1526-SM-5IFEQ	TCGA-CC-A8HT-01	TCGA-DD-AACO-01	TCGA-FV-A495-01	TCGA-ES-A2HT-01	TCGA-BC-A216-01	GTEX-YFC4-1526-SM-5IFJS	TCGA-DD-AADP-01	TCGA-2Y-A9GU-01	TCGA-2Y-A9H9-01	TCGA-2Y-A9HA-01	TCGA-DD-AACL-01	GTEX-1192X-1026-SM-5H12P	TCGA-G3-A5SI-01	TCGA-DD-A113-01	TCGA-BW-A5NQ-01	TCGA-K7-A6G5-01	TCGA-DD-A1EA-01	TCGA-DD-AAW2-01	TCGA-FV-A3I1-01	TCGA-BD-A2L6-11	TCGA-CC-A3M9-01	TCGA-FV-A3R2-01	TCGA-DD-A11D-11	GTEX-139TS-1426-SM-5IFJD	TCGA-DD-A1EH-01	TCGA-DD-A73F-01	TCGA-BC-4072-01	TCGA-FV-A23B-01	TCGA-CC-A3MC-01	TCGA-DD-AAW1-01	TCGA-DD-A4NO-01	TCGA-XR-A8TE-01	GTEX-132AR-0426-SM-5IFH8	GTEX-13OW6-2626-SM-5IFF2	GTEX-ZTPG-1426-SM-51MT3	GTEX-S32W-1926-SM-4AD63	GTEX-QDVN-0826-SM-48TZ2	TCGA-DD-AAE0-01	TCGA-DD-AACV-01	TCGA-DD-A4NQ-01	GTEX-Y5LM-0426-SM-4VBRO	TCGA-DD-AACB-01	TCGA-DD-A4NJ-01	TCGA-XR-A8TF-01	TCGA-DD-AACN-01	GTEX-131YS-1626-SM-5HL6C	TCGA-GJ-A9DB-01	TCGA-DD-A1EC-01	GTEX-1399T-0826-SM-5IFES	TCGA-BC-A10U-01	TCGA-2Y-A9H7-01	TCGA-DD-AACZ-01	TCGA-DD-AADC-01	TCGA-2Y-A9HB-01	TCGA-MI-A75I-01	TCGA-NI-A4U2-01	TCGA-RC-A6M3-01	TCGA-DD-A39Z-11	TCGA-EP-A26S-11	TCGA-RC-A7SF-01	TCGA-RC-A6M5-01	TCGA-ZS-A9CF-01	TCGA-MI-A75H-01	TCGA-DD-A3A1-11	TCGA-G3-A25T-01	TCGA-DD-AACQ-01	TCGA-KR-A7K7-01	TCGA-DD-A4NV-01	TCGA-BC-A10Y-01	TCGA-CC-5260-01	TCGA-FV-A3R2-11	TCGA-2Y-A9H6-01	TCGA-DD-A3A2-01	TCGA-EP-A12J-11	TCGA-ZP-A9CZ-01	TCGA-DD-A73D-01	TCGA-ED-A82E-01	TCGA-DD-A4NP-01	TCGA-ED-A4XI-01	GTEX-131XH-0626-SM-5LZWH	TCGA-ED-A8O5-01	TCGA-DD-AADY-01	TCGA-KR-A7K8-01	GTEX-XBEC-1526-SM-4AT68	TCGA-BC-A10Z-01	GTEX-11NUK-1226-SM-5P9GM	TCGA-2Y-A9GS-01	TCGA-DD-AADN-01	TCGA-RC-A7SK-01	GTEX-RWSA-1426-SM-47JXA	TCGA-FV-A23B-11	GTEX-XXEK-1126-SM-4BRUX	TCGA-G3-AAUZ-01	TCGA-G3-AAV6-01	GTEX-UTHO-2426-SM-4JBHD	TCGA-DD-AAE4-01	TCGA-5R-AA1D-01	TCGA-DD-AACF-01	TCGA-DD-AAE7-01	GTEX-11ZTS-1426-SM-5EQMM	TCGA-DD-A3A3-11	GTEX-WQUQ-1926-SM-4OOSA	TCGA-LG-A9QC-01	TCGA-FV-A4ZQ-01	GTEX-11NV4-1326-SM-5HL6V	GTEX-U8XE-1526-SM-4E3HT	TCGA-GJ-A6C0-01	TCGA-DD-A39X-01	TCGA-DD-AAEA-01	TCGA-K7-A5RG-01	TCGA-MR-A8JO-01	TCGA-DD-A1EE-11	TCGA-CC-A5UE-01	TCGA-DD-A1EB-11	TCGA-BC-A110-01	GTEX-XOTO-0826-SM-4B65O	TCGA-LG-A9QD-01	TCGA-CC-A7IK-01	GTEX-Z9EW-0426-SM-5CVM9	GTEX-ZZPU-0426-SM-5GZYH	TCGA-CC-5264-01	TCGA-DD-A4NL-01	TCGA-DD-AAC9-01	TCGA-DD-A4ND-01	TCGA-5R-AAAM-01	TCGA-BC-A3KG-01	TCGA-CC-A9FV-01	TCGA-G3-A7M5-01	GTEX-1269C-0626-SM-5FQSS	TCGA-DD-A3A4-11	TCGA-DD-AAD3-01	GTEX-13VXU-0926-SM-5IFFH	TCGA-PD-A5DF-01	TCGA-EP-A12J-01	TCGA-DD-A3A4-01	TCGA-CC-A1HT-01	TCGA-CC-5259-01	GTEX-P44G-1126-SM-3NM9D	TCGA-DD-A3A8-01	TCGA-DD-AACH-01	TCGA-UB-A7MD-01	TCGA-ED-A5KG-01	TCGA-G3-AAV4-01	TCGA-CC-A9FS-01	GTEX-WYVS-1926-SM-4PQZ2	TCGA-DD-A39Z-01	TCGA-MR-A520-01	TCGA-DD-AADK-01	TCGA-DD-A4NN-01	TCGA-DD-A11A-01	TCGA-DD-A39W-01	GTEX-14A5I-1726-SM-5QGQ5	TCGA-DD-AAD0-01	TCGA-DD-AAVS-01	GTEX-11ZVC-0726-SM-5FQT9	TCGA-DD-AAED-01	GTEX-13112-1426-SM-5EGH8	TCGA-DD-AADU-01	TCGA-RC-A6M6-01	TCGA-KR-A7K2-01	TCGA-DD-AAE9-01	TCGA-2Y-A9GV-01	TCGA-DD-A39X-11	GTEX-ZVT3-1626-SM-5GU66	TCGA-DD-AACE-01	GTEX-SJXC-1226-SM-4DM78	GTEX-139TU-0826-SM-5IJFG	TCGA-DD-AAVX-01	TCGA-DD-A73C-01	TCGA-RG-A7D4-01	TCGA-FV-A2QR-01	TCGA-BC-A10Z-11	TCGA-GJ-A3OU-01	TCGA-DD-AAEG-01	GTEX-Q2AG-1126-SM-48U1P	TCGA-ED-A66Y-01	TCGA-BC-A112-01	TCGA-BW-A5NO-01	TCGA-FV-A3I1-11	TCGA-2Y-A9H8-01	TCGA-UB-A7MF-01	TCGA-G3-A25U-01	GTEX-ZF29-2026-SM-4WWB7	GTEX-13NZB-0626-SM-5IFH6	TCGA-DD-A1EK-01	GTEX-14E1K-0326-SM-5S2PE	TCGA-DD-A1EE-01	TCGA-G3-AAV3-01	TCGA-DD-A11C-11	TCGA-BC-A10Q-11	TCGA-UB-A7ME-01	GTEX-ZVP2-0626-SM-51MSO	TCGA-FV-A2QQ-01	TCGA-DD-A1EG-01	TCGA-G3-A3CG-01	TCGA-DD-AADD-01	TCGA-DD-A1ED-01	GTEX-13FTZ-0726-SM-5IFFY	TCGA-2Y-A9GT-01	TCGA-G3-A25X-01
PLAUR	1.2147	3.335	1.7316	0.8164	-0.6873	5.5638	-2.7274	0.6145	0.8082	2.2633	0.7058	0.4967	0.1388	4.1409	2.77	4.5442	0.6332	1.8801	-0.0725	2.9839	3.4933	0.1388	0.1124	-0.1993	3.162	1.5998	0.2762	1.9226	1.3225	2.6783	1.0222	1.0222	-0.8863	-0.2671	3.7888	3.8729	0.434	2.2603	0.1776	-0.0877	4.0375	1.2815	0.9642	-0.1504	3.0602	4.2434	1.595	2.3048	1.7912	2.3135	3.3464	0.1388	0.9716	0.517	2.9948	0.3346	2.0076	2.7784	0.537	6.2593	2.8858	0.6145	1.5216	0.9789	2.4035	1.5514	2.7227	1.1512	2.9929	-1.0559	0.4125	1.1382	1.2271	0.0014	1.4808	-0.9686	-0.4131	0.2029	1.934	-0.394	1.9302	1.4704	1.7617	0.3796	-1.4699	1.4228	1.4388	1.7617	4.565	1.0573	0.5859	-1.9379	1.8119	0.2642	4.3625	1.0151	1.1382	6.2902	5.2068	1.7532	1.1184	3.1079	2.828	-0.1665	1.9111	1.7489	3.7518	1.7954	0.4447	3.66	2.2452	-0.3566	2.3536	1.7995	1.8323	1.0503	2.2144	0.8961	1.2934	3.2389	1.1577	1.3511	3.83	1.3109	0.6239	1.3511	1.7009	2.7742	2.2633	-0.4921	0.8246	0.6517	3.1195	2.7117	2.3953	3.8808	-0.3752	2.2783	2.3704	0.4125	1.412	0.605	3.4102	0.6145	4.8973	-0.1031	1.6649	1.6234	2.0604	1.4652	-0.5332	1.8879	3.906	0.7916	1.3956	0.2154	-0.1187	4.1203	-1.1811	0.547	4.4463	2.6019	3.2692	5.1002	-0.4921	-0.1504	-1.0262	3.492	3.0995	-0.2159	0.434	2.3451	0.5568	2.3953	0.4233	3.287	4.6095	1.3225	3.0181	1.614	0.1124	3.0056	2.0878	1.1447	3.0568	0.0854	2.5288	0.9716	-0.3566	0.2881	4.2001	2.685	1.5415	1.4388	-0.0425	1.9302	0.4657	3.3047	-0.4521	0.1388	0.8408	1.9675	2.5634	-0.1187	-0.1665	-0.0425	1.7489	2.2391	0.2029	0.679	0.3231	1.3225	1.5216	0.099	0.8082	3.0481	2.5683	0.4967	3.4583	0.3231	1.5415	2.3366	0.1903	1.6604	1.7229	2.651	1.3735	4.3155	1.6187	0.3231	2.7292	4.1417	-0.6193	1.9968	2.8055	1.4388	-0.7108	4.623	-0.013	0.4761	0.4552	3.863	2.5707	0.4657	1.674	-0.2328	7.0634	3.1095	-0.4131	0.0718	-0.013	1.1577	1.7575	2.4753	2.2268	2.1411	0.4761	1.0503	5.5448	0.9862	0.8408	3.9289	0.2522	3.6543	0.7579	0.4865	2.9071	2.1894	1.2023	3.7486	3.9156	0.8647	0.1903	0.8488	0.2642	-0.1504	0.1519	0.8246	4.9919	2.3451	2.0946	3.3605	0.6332	1.1316	-0.4521	1.9527	0.7748	1.5366	4.5136	1.8996	-0.1345	-0.5332	2.9966	5.3695	0.9343	1.0503	2.0218	1.4547	0.7579	0.9191	3.453	1.0915	0.8805	1.1316	1.3735	3.0944	1.2394	0.7748	1.6558	1.5612	2.3337	2.5487	4.178	0.1648	0.6969	5.445	2.8199	1.7097	1.1512	1.4441	3.449	0.7916	0.4967	0.3231	2.8936	2.0147	-0.394	2.128	3.4331	3.0056	0.8726	1.5758	0.8726	1.5709	3.74	1.9415	0.3346	0.7832	2.0569	3.6737	4.4588	0.2998	1.5165	2.4035	1.2934	1.8078	-0.2328	2.9109	3.7709	8.307	1.7954	2.945	1.412	1.6327	1.8996	3.2587	1.0151	2.1988	-0.1665	1.412	1.6875	3.9118	0.9115	4.6679	2.3981	1.9712	2.5924	0.1776	3.6939	0.5763	1.125	3.3407	-0.0725	2.0604	-0.4521	3.1876	4.5687	1.4962	1.2696	0.0718	3.8551	2.8936	0.7321	1.6875	0.5666	6.2593	-1.5951	1.8323	0.8164	1.6649	1.7229	0.8327	2.5948	3.6277	-0.4325	0.4865	1.9302	1.3679	4.3924	3.2496	1.614	-1.5522	1.3283	2.694	-0.7346	3.2189	-1.1172	1.7053	-1.3183	0.9862	0.5666	2.2633	1.4011	-0.2159	0.1776	2.5087	1.7273	-0.5973	1.9188	2.9544	2.5388	1.1117	1.8282	2.4753	1.2636	2.3308	1.787	1.4756	-0.7588	3.7857	-1.5522	1.2636	1.949	0.517	3.4102	4.3053	1.5115	1.6327	2.5731	3.0893	1.0079	2.299	1.2333	4.0233	2.9224	-1.0262	0.058	1.8996	-0.1187	2.9984	0.688	1.7273	3.2929	2.036	2.3677	3.5411	0.9493	2.5137	1.0847	2.7227	0.1776	3.7443	0.044	-1.2828	5.8038	1.0983	2.3251	0.0718	3.5547	3.4997	3.1701	0.9038	0.2277	3.2944	-0.3383	-0.1187	1.6875	2.2391	0.4016	-0.1993	-1.2481	1.3735	1.4704	-0.2159	0.605	0.3907	1.4388	2.3135	0.7832	-1.2828	2.0707	0.03	0.5763	0.2762	-0.3752	1.4281	0.5955	-0.2671	1.7575	2.8701	3.9709	5.1827	0.044	0.8082	0.3685	3.3017	1.4281	0.3573	1.8722	3.0808	-0.4719	1.0433	-0.5125	2.9984	-0.5125	0.6239	2.4144	0.346	1.46	2.3135	-0.013	1.3051	3.0234	1.0293	0.4447	3.2526	-0.9406	1.0222	4.2556
VIM	6.272	8.026	6.5441	7.0483	4.1186	8.8309	4.6053	4.4397	6.4133	6.5803	6.7454	6.7724	5.6282	8.9195	8.4758	7.9749	6.5497	7.1006	5.0794	6.7871	6.5373	7.3745	4.3576	6.2067	7.559	5.4957	6.5088	6.7938	6.2674	7.6035	6.0259	6.5598	4.673	6.6737	9.0917	7.5269	5.6462	8.1825	4.2818	6.5826	7.0579	5.1453	6.764	5.172	5.9572	9.3037	7.4847	6.6957	6.709	6.9612	8.6219	5.4499	7.3771	5.48	8.4481	6.4099	7.6957	7.5931	6.0378	7.8457	10.4147	7.1303	5.9011	5.63	8.974	5.033	6.8074	5.4466	8.9916	4.9865	6.278	5.5925	5.9616	5.7233	5.403	5.225	6.7723	5.4728	6.7592	5.9258	7.3504	6.1735	5.406	6.1723	4.562	6.8069	7.2394	7.5862	8.5619	6.9939	6.0086	4.3695	7.2989	4.867	7.7213	6.7251	8.3015	8.359	8.997	6.3313	7.6444	5.0519	7.4142	5.6699	7.0494	5.656	8.5055	7.3505	5.7677	8.5994	8.1192	5.2604	5.6479	5.5904	5.3995	5.3259	7.4509	7.4497	5.3288	6.5382	5.9496	6.9712	6.933	5.9584	4.5856	8.2923	6.6433	7.2566	6.786	6.1997	6.276	5.7605	6.3374	8.2467	7.114	8.7782	6.0905	7.7232	7.5588	4.8485	7.4987	4.85	8.0815	5.9388	7.8932	6.7145	7.4677	5.8672	7.867	5.5277	5.0943	7.2339	6.2692	6.9431	6.0054	6.3932	5.3872	7.5926	4.5844	4.4686	8.896	5.1871	7.2239	9.3971	7.4116	6.2778	3.9765	7.8424	7.518	6.4655	5.5841	7.3106	6.5806	7.9843	5.291	9.9045	9.3892	6.5604	8.4916	5.6308	6.8282	5.8844	7.3332	7.3274	7.263	6.9555	8.4763	7.1012	5.6882	4.981	8.3014	6.9629	6.3236	7.5859	5.4809	5.5589	4.6611	7.6529	5.8097	7.3548	6.2236	6.1506	8.0557	5.7388	4.6265	5.7597	8.1823	5.4456	7.0581	6.6336	6.0579	6.4572	5.9282	5.8568	6.7029	8.5327	7.6239	5.7669	5.7151	6.0259	6.7245	6.2336	6.525	6.4318	7.1429	7.584	8.0748	9.0285	7.3737	5.7634	8.935	7.6862	4.5596	8.4518	6.1926	7.5567	6.8277	8.6591	7.1393	6.2761	6.19	7.5617	6.4341	6.9755	7.095	4.5928	8.135	5.7282	6.9813	6.5712	5.7404	6.464	7.1076	8.3449	5.4604	6.0943	6.299	5.2242	9.2801	7.2641	6.6241	8.3775	5.7132	8.4063	6.4978	5.2865	7.6633	7.6636	5.6665	8.1751	8.0848	6.2765	6.0056	5.528	6.2897	6.2118	6.5108	5.6262	7.4102	6.7127	7.0254	8.9609	5.4148	6.6595	5.2788	8.0642	6.3784	5.625	8.3772	8.5689	5.2672	5.3158	6.6689	8.3009	6.5228	6.3376	6.2789	4.2427	5.9186	6.2674	6.1839	5.6659	5.9729	5.9903	5.7167	8.2053	6.7042	4.917	6.4479	6.2022	7.6572	6.0239	8.6851	6.5438	4.958	7.1499	6.8755	7.1494	5.6168	7.8052	7.086	5.9002	5.0086	5.7206	6.8706	7.7772	5.432	7.7495	5.3858	6.6794	6.3176	7.4744	6.5447	6.1377	4.8783	7.5244	6.3558	7.2527	6.8582	8.3516	10.8622	6.0968	6.6478	7.4405	6.5738	6.9262	6.7636	7.5642	7.9351	11.441	6.7217	6.878	5.9528	7.6345	7.5148	7.6289	7.201	7.3828	6.3549	7.0885	7.0495	7.1608	5.4512	7.2098	6.8956	7.0934	7.5775	5.3889	6.8732	5.7434	6.4007	7.8738	6.5283	7.8871	5.8089	8.037	7.9067	6.2726	5.9093	6.3402	8.1893	7.5708	7.4799	6.4454	7.0478	5.4986	5.4118	5.8726	6.5203	8.8995	7.3583	7.1251	6.5061	8.3909	5.3754	5.5308	7.7358	7.1396	9.1941	6.8481	8.0383	4.8734	6.7331	7.8566	5.0917	8.2625	5.7328	7.9152	4.6456	7.592	7.2108	8.3177	5.7396	5.2817	5.1206	7.6702	5.1643	5.8367	5.618	7.4083	4.6112	6.6468	6.7221	9.0148	7.3561	9.2352	7.0512	7.0833	5.0747	7.4493	4.5832	7.6033	6.6267	5.2153	5.8306	7.5259	7.2462	6.3392	7.6118	9.1299	6.7959	6.2819	5.6804	8.4294	5.1161	6.2207	6.3495	5.9647	4.8905	7.242	6.7836	7.4902	8.9388	7.8424	6.7487	10.6797	5.597	6.2943	7.1244	8.0143	4.9846	8.5432	6.3367	6.984	8.867	5.133	4.9973	6.2681	8.0931	7.7522	9.5002	6.6778	6.306	7.1334	5.6876	5.9848	7.3922	7.569	6.794	5.8281	4.3744	5.9381	7.5012	5.2273	5.5491	5.3352	5.6349	7.252	7.0399	5.3248	7.4627	4.9132	6.5291	6.6802	4.8929	5.2196	6.9083	7.6202	6.621	7.5556	6.943	9.9753	6.8496	6.4497	6.5721	7.9539	6.5661	5.811	7.0365	6.8896	5.6985	5.2799	5.464	6.8954	4.4135	6.5949	7.3879	5.07	5.5457	7.7168	5.4634	7.0397	7.7319	6.8572	6.2996	6.759	4.2586	7.4551	8.1726
