timestamp,n_input,n_mapped,n_interact,n_nodes,n_edges,n_components,largest_comp,hubs_n,hubs
2026-06-26 19:19:58.007305,42,41,62,27,31,5,17,6,HSP90AB1; TLR2; CALML3; CALML5; CALML6; CAMK2A
