"gene","HR","HR_low","HR_high","p"
"MMP9",1.09201051584558,1.01364876165703,1.17643015196698,0.0205155725993982
"MMP1",1.17026274069972,1.09319987799354,1.25275799040851,6.07221257492323e-06
"MMP11",1.05714400233626,0.971262356937051,1.15061953517875,0.198629391209219
"MMP12",1.07211949824495,1.02410197293208,1.1223884426529,0.00289499356018213
"MMP14",1.18658561427166,1.05498806088763,1.33459843973194,0.00433794380813422
