ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:1901031,regulation of response to reactive oxygen species,2,0.940680791445665,1.44500009388945,0.0350593984955441,0.984891487619199,0.984891487619199,7,"tags=50%, list=3%, signal=49%",948,0.321775918075361
GO:1902882,regulation of response to oxidative stress,2,0.940680791445665,1.44500009388945,0.0350593984955441,0.984891487619199,0.984891487619199,7,"tags=50%, list=3%, signal=49%",948,0.321775918075361
GO:0031929,TOR signaling,8,0.616170031885822,1.43760556193466,0.0843023255813954,0.986261712534622,0.986261712534622,28,"tags=38%, list=13%, signal=34%",5595/6352/6714,0.266350657088526
GO:0032006,regulation of TOR signaling,8,0.616170031885822,1.43760556193466,0.0843023255813954,0.986261712534622,0.986261712534622,28,"tags=38%, list=13%, signal=34%",5595/6352/6714,0.266350657088526
GO:0070374,positive regulation of ERK1 and ERK2 cascade,13,0.52363534119427,1.4366716249654,0.0911812922761014,0.986261712534622,0.986261712534622,38,"tags=38%, list=18%, signal=34%",29108/948/5595/6714/3265,0.287805130535564
GO:0060338,regulation of type I interferon-mediated signaling pathway,2,0.935219043116257,1.43661018424043,0.0379150639381728,0.986261712534622,0.986261712534622,10,"tags=50%, list=5%, signal=48%",9641,0.321775918075361
GO:0060340,positive regulation of type I interferon-mediated signaling pathway,2,0.935219043116257,1.43661018424043,0.0379150639381728,0.986261712534622,0.986261712534622,10,"tags=50%, list=5%, signal=48%",9641,0.321775918075361
GO:0097709,connective tissue replacement,3,0.841574035107713,1.43559487113366,0.0717703349282297,0.986261712534622,0.986261712534622,12,"tags=33%, list=6%, signal=32%",5468,0.261663521711573
GO:1905203,regulation of connective tissue replacement,3,0.841574035107713,1.43559487113366,0.0717703349282297,0.986261712534622,0.986261712534622,12,"tags=33%, list=6%, signal=32%",5468,0.261663521711573
GO:0043010,camera-type eye development,3,-0.899712881104424,-1.43253333545227,0.028383702296268,0.984891487619199,0.984891487619199,15,"tags=67%, list=7%, signal=63%",1543/2353,0.352487857583619
GO:0008203,cholesterol metabolic process,9,-0.669788531014583,-1.4321245386612,0.0708782742681048,0.986261712534622,0.986261712534622,36,"tags=56%, list=17%, signal=48%",335/7436/19/1559/337,0.208955027549354
GO:0016125,sterol metabolic process,9,-0.669788531014583,-1.4321245386612,0.0708782742681048,0.986261712534622,0.986261712534622,36,"tags=56%, list=17%, signal=48%",335/7436/19/1559/337,0.208955027549354
GO:1902652,secondary alcohol metabolic process,9,-0.669788531014583,-1.4321245386612,0.0708782742681048,0.986261712534622,0.986261712534622,36,"tags=56%, list=17%, signal=48%",335/7436/19/1559/337,0.208955027549354
GO:0002690,positive regulation of leukocyte chemotaxis,11,0.548404168178735,1.42727938569423,0.0892857142857143,0.986261712534622,0.986261712534622,31,"tags=45%, list=15%, signal=41%",5747/5595/5879/6352/3592,0.261663521711573
GO:0050921,positive regulation of chemotaxis,11,0.548404168178735,1.42727938569423,0.0892857142857143,0.986261712534622,0.986261712534622,31,"tags=45%, list=15%, signal=41%",5747/5595/5879/6352/3592,0.261663521711573
GO:0002832,negative regulation of response to biotic stimulus,2,0.928571428571429,1.42639863986877,0.0464191524493478,0.986261712534622,0.986261712534622,17,"tags=100%, list=8%, signal=93%",5468/5595,0.321775918075361
GO:0030509,BMP signaling pathway,2,0.928571428571429,1.42639863986877,0.0464191524493478,0.986261712534622,0.986261712534622,17,"tags=100%, list=8%, signal=93%",5468/5595,0.321775918075361
GO:0071772,response to BMP,2,0.928571428571429,1.42639863986877,0.0464191524493478,0.986261712534622,0.986261712534622,17,"tags=100%, list=8%, signal=93%",5468/5595,0.321775918075361
GO:0071773,cellular response to BMP stimulus,2,0.928571428571429,1.42639863986877,0.0464191524493478,0.986261712534622,0.986261712534622,17,"tags=100%, list=8%, signal=93%",5468/5595,0.321775918075361
GO:0035994,response to muscle stretch,2,0.92837522780718,1.42609725163448,0.0464191524493478,0.986261712534622,0.986261712534622,16,"tags=50%, list=8%, signal=47%",5747,0.321775918075361
GO:0002704,negative regulation of leukocyte mediated immunity,3,0.835144129990149,1.4246264495527,0.076555023923445,0.986261712534622,0.986261712534622,17,"tags=33%, list=8%, signal=31%",5595,0.252961123069611
GO:0002707,negative regulation of lymphocyte mediated immunity,3,0.835144129990149,1.4246264495527,0.076555023923445,0.986261712534622,0.986261712534622,17,"tags=33%, list=8%, signal=31%",5595,0.252961123069611
GO:0002710,negative regulation of T cell mediated immunity,3,0.835144129990149,1.4246264495527,0.076555023923445,0.986261712534622,0.986261712534622,17,"tags=33%, list=8%, signal=31%",5595,0.252961123069611
GO:0032637,interleukin-8 production,16,-0.581853084417041,-1.4236341274733,0.0734463276836158,0.986261712534622,0.986261712534622,57,"tags=69%, list=27%, signal=54%",7124/3553/3303/3569/4615/7099/10333/6774/3929/3304/7097,0.195789002148949
GO:0032677,regulation of interleukin-8 production,16,-0.581853084417041,-1.4236341274733,0.0734463276836158,0.986261712534622,0.986261712534622,57,"tags=69%, list=27%, signal=54%",7124/3553/3303/3569/4615/7099/10333/6774/3929/3304/7097,0.195789002148949
GO:0007411,axon guidance,2,0.923809523809524,1.41908377504893,0.0542145947794707,0.986261712534622,0.986261712534622,18,"tags=100%, list=8%, signal=92%",5747/5879,0.321775918075361
GO:0010762,regulation of fibroblast migration,2,0.923809523809524,1.41908377504893,0.0542145947794707,0.986261712534622,0.986261712534622,18,"tags=100%, list=8%, signal=92%",5747/5879,0.321775918075361
GO:0097485,neuron projection guidance,2,0.923809523809524,1.41908377504893,0.0542145947794707,0.986261712534622,0.986261712534622,18,"tags=100%, list=8%, signal=92%",5747/5879,0.321775918075361
GO:0051099,positive regulation of binding,2,0.921673819896287,1.41580307411062,0.0534188034188034,0.986261712534622,0.986261712534622,2,"tags=50%, list=1%, signal=50%",4318,0.287857117255149
GO:0045785,positive regulation of cell adhesion,35,0.396322565596489,1.41561307091867,0.0402475646915291,0.986261712534622,0.986261712534622,33,"tags=37%, list=16%, signal=38%",29108/7412/948/5747/5879/959/387/6352/3593/6714/3592/998/3654,0.321775918075361
GO:0007005,mitochondrion organization,20,0.452377183649166,1.41364355929702,0.0627975483920926,0.986261712534622,0.986261712534622,15,"tags=25%, list=7%, signal=26%",4318/29108/581/5468/8743,0.287805130535564
GO:2001235,positive regulation of apoptotic signaling pathway,16,0.483181662262976,1.40805796476057,0.0738917120622271,0.986261712534622,0.986261712534622,45,"tags=50%, list=21%, signal=43%",29108/581/5468/8743/959/7186/637/7157,0.287805130535564
GO:0038127,ERBB signaling pathway,11,0.54004896412887,1.40553409053492,0.0952380952380952,0.986261712534622,0.986261712534622,28,"tags=36%, list=13%, signal=33%",4318/5747/5595/6714,0.252961123069611
GO:0050870,positive regulation of T cell activation,23,0.431232719895884,1.39981689162979,0.0752579373286941,0.986261712534622,0.986261712534622,31,"tags=35%, list=15%, signal=33%",29108/7412/959/387/6352/3593/6714/3592,0.287805130535564
GO:0034377,plasma lipoprotein particle assembly,4,-0.824302140042514,-1.39824518420785,0.0721830985915493,0.986261712534622,0.986261712534622,36,"tags=75%, list=17%, signal=63%",335/19/337,0.222056046145248
GO:0065005,protein-lipid complex assembly,4,-0.824302140042514,-1.39824518420785,0.0721830985915493,0.986261712534622,0.986261712534622,36,"tags=75%, list=17%, signal=63%",335/19/337,0.222056046145248
GO:0001523,retinoid metabolic process,3,-0.87561472910674,-1.39416397697748,0.0513698630136986,0.986261712534622,0.986261712534622,15,"tags=67%, list=7%, signal=63%",1543/1558,0.261663521711573
GO:0016101,diterpenoid metabolic process,3,-0.87561472910674,-1.39416397697748,0.0513698630136986,0.986261712534622,0.986261712534622,15,"tags=67%, list=7%, signal=63%",1543/1558,0.261663521711573
GO:0033273,response to vitamin,5,-0.768075439677253,-1.39033528506803,0.0774193548387097,0.986261712534622,0.986261712534622,46,"tags=80%, list=22%, signal=64%",6648/6256/19/1543,0.204294756516886
GO:0071526,semaphorin-plexin signaling pathway,2,0.904761904761905,1.38982431576957,0.0662393162393162,0.986261712534622,0.986261712534622,22,"tags=100%, list=10%, signal=90%",5879/387,0.257206466468838
GO:0050863,regulation of T cell activation,25,0.426519388209641,1.3891102297007,0.0479295324928965,0.986261712534622,0.986261712534622,31,"tags=32%, list=15%, signal=31%",29108/7412/959/387/6352/3593/6714/3592,0.321775918075361
GO:0048814,regulation of dendrite morphogenesis,2,-0.960574979119344,-1.38383739007806,0.0147520167134344,0.844279098390759,0.844279098390759,2,"tags=50%, list=1%, signal=50%",816,0.380730400722792
GO:0033630,positive regulation of cell adhesion mediated by integrin,2,0.9,1.38250945094973,0.0726495726495727,0.986261712534622,0.986261712534622,23,"tags=100%, list=11%, signal=90%",5747/6352,0.245041785430996
GO:0033632,regulation of cell-cell adhesion mediated by integrin,2,0.9,1.38250945094973,0.0726495726495727,0.986261712534622,0.986261712534622,23,"tags=100%, list=11%, signal=90%",5747/6352,0.245041785430996
GO:1904262,negative regulation of TORC1 signaling,2,0.8980204762281,1.37946866170192,0.0726495726495727,0.986261712534622,0.986261712534622,17,"tags=50%, list=8%, signal=46%",5595,0.245041785430996
GO:0006638,neutral lipid metabolic process,3,-0.866237241691774,-1.37923303222071,0.0684931506849315,0.986261712534622,0.986261712534622,5,"tags=33%, list=2%, signal=33%",337,0.224966093540314
GO:0006639,acylglycerol metabolic process,3,-0.866237241691774,-1.37923303222071,0.0684931506849315,0.986261712534622,0.986261712534622,5,"tags=33%, list=2%, signal=33%",337,0.224966093540314
GO:0006641,triglyceride metabolic process,3,-0.866237241691774,-1.37923303222071,0.0684931506849315,0.986261712534622,0.986261712534622,5,"tags=33%, list=2%, signal=33%",337,0.224966093540314
GO:0070988,demethylation,2,-0.952380952380952,-1.37203279301654,0.019066143431144,0.844279098390759,0.844279098390759,13,"tags=100%, list=6%, signal=95%",1559/1558,0.352487857583619
GO:0070989,oxidative demethylation,2,-0.952380952380952,-1.37203279301654,0.019066143431144,0.844279098390759,0.844279098390759,13,"tags=100%, list=6%, signal=95%",1559/1558,0.352487857583619
GO:0006953,acute-phase response,5,-0.753623188405797,-1.3641744760467,0.0919354838709677,0.986261712534622,0.986261712534622,57,"tags=100%, list=27%, signal=75%",7124/3553/3569/6774/3929,0.186432558434075
GO:0003299,muscle hypertrophy in response to stress,2,0.887317301124497,1.36302728310647,0.0854700854700855,0.986261712534622,0.986261712534622,12,"tags=50%, list=6%, signal=48%",5468,0.224966093540314
GO:0010612,regulation of cardiac muscle adaptation,2,0.887317301124497,1.36302728310647,0.0854700854700855,0.986261712534622,0.986261712534622,12,"tags=50%, list=6%, signal=48%",5468,0.224966093540314
GO:0014887,cardiac muscle adaptation,2,0.887317301124497,1.36302728310647,0.0854700854700855,0.986261712534622,0.986261712534622,12,"tags=50%, list=6%, signal=48%",5468,0.224966093540314
GO:0014898,cardiac muscle hypertrophy in response to stress,2,0.887317301124497,1.36302728310647,0.0854700854700855,0.986261712534622,0.986261712534622,12,"tags=50%, list=6%, signal=48%",5468,0.224966093540314
GO:1903242,regulation of cardiac muscle hypertrophy in response to stress,2,0.887317301124497,1.36302728310647,0.0854700854700855,0.986261712534622,0.986261712534622,12,"tags=50%, list=6%, signal=48%",5468,0.224966093540314
GO:0055090,acylglycerol homeostasis,4,-0.803411817815404,-1.36280940037123,0.096830985915493,0.986261712534622,0.986261712534622,36,"tags=50%, list=17%, signal=42%",335/337,0.190023305279108
GO:1903894,regulation of IRE1-mediated unfolded protein response,2,0.885714285714286,1.36056485649021,0.0897435897435897,0.986261712534622,0.986261712534622,26,"tags=100%, list=12%, signal=89%",581/3309,0.219250346703755
GO:0034308,primary alcohol metabolic process,2,-0.942857142857143,-1.35831246508637,0.0247386006981657,0.984891487619199,0.984891487619199,15,"tags=100%, list=7%, signal=94%",1543/1558,0.352487857583619
GO:0042572,retinol metabolic process,2,-0.942857142857143,-1.35831246508637,0.0247386006981657,0.984891487619199,0.984891487619199,15,"tags=100%, list=7%, signal=94%",1543/1558,0.352487857583619
GO:0042573,retinoic acid metabolic process,2,-0.942857142857143,-1.35831246508637,0.0247386006981657,0.984891487619199,0.984891487619199,15,"tags=100%, list=7%, signal=94%",1543/1558,0.352487857583619
GO:0010812,negative regulation of cell-substrate adhesion,2,0.876190476190476,1.34593512685053,0.0982905982905983,0.986261712534622,0.986261712534622,28,"tags=100%, list=13%, signal=88%",387/6714,0.208955027549354
GO:0051249,regulation of lymphocyte activation,29,0.388420854469097,1.34405285937104,0.0641950277257558,0.986261712534622,0.986261712534622,58,"tags=45%, list=27%, signal=38%",29108/7412/959/387/6352/3593/6714/3592/4067/10451/4773/596/3329,0.287805130535564
GO:0002090,regulation of receptor internalization,2,-0.931201008439874,-1.34152023649305,0.050561797752809,0.986261712534622,0.986261712534622,9,"tags=50%, list=4%, signal=48%",6401,0.276500599254472
GO:0070372,regulation of ERK1 and ERK2 cascade,16,0.454746156708981,1.32519298207523,0.0986394557823129,0.986261712534622,0.986261712534622,43,"tags=38%, list=20%, signal=32%",29108/948/5595/6714/3265/4067,0.266350657088526
GO:0010770,positive regulation of cell morphogenesis,1,-1,-1.32203537618336,0.00880497172854448,0.696224379361444,0.696224379361444,2,"tags=100%, list=1%, signal=100%",816,0.380730400722792
GO:0048169,regulation of long-term neuronal synaptic plasticity,1,-1,-1.32203537618336,0.00880497172854448,0.696224379361444,0.696224379361444,2,"tags=100%, list=1%, signal=100%",816,0.380730400722792
GO:0050775,positive regulation of dendrite morphogenesis,1,-1,-1.32203537618336,0.00880497172854448,0.696224379361444,0.696224379361444,2,"tags=100%, list=1%, signal=100%",816,0.380730400722792
GO:0060074,synapse maturation,1,-1,-1.32203537618336,0.00880497172854448,0.696224379361444,0.696224379361444,2,"tags=100%, list=1%, signal=100%",816,0.380730400722792
GO:0060998,regulation of dendritic spine development,1,-1,-1.32203537618336,0.00880497172854448,0.696224379361444,0.696224379361444,2,"tags=100%, list=1%, signal=100%",816,0.380730400722792
GO:0060999,positive regulation of dendritic spine development,1,-1,-1.32203537618336,0.00880497172854448,0.696224379361444,0.696224379361444,2,"tags=100%, list=1%, signal=100%",816,0.380730400722792
GO:0061001,regulation of dendritic spine morphogenesis,1,-1,-1.32203537618336,0.00880497172854448,0.696224379361444,0.696224379361444,2,"tags=100%, list=1%, signal=100%",816,0.380730400722792
GO:0061003,positive regulation of dendritic spine morphogenesis,1,-1,-1.32203537618336,0.00880497172854448,0.696224379361444,0.696224379361444,2,"tags=100%, list=1%, signal=100%",816,0.380730400722792
GO:0090128,regulation of synapse maturation,1,-1,-1.32203537618336,0.00880497172854448,0.696224379361444,0.696224379361444,2,"tags=100%, list=1%, signal=100%",816,0.380730400722792
GO:0009404,toxin metabolic process,2,-0.915289934926155,-1.31859819612849,0.0730337078651685,0.986261712534622,0.986261712534622,15,"tags=50%, list=7%, signal=47%",1543,0.227987202850442
GO:0043501,skeletal muscle adaptation,2,-0.914860404915206,-1.31797940040485,0.0730337078651685,0.986261712534622,0.986261712534622,2,"tags=50%, list=1%, signal=50%",816,0.227987202850442
GO:0001704,formation of primary germ layer,1,0.995260663507109,1.31284670247425,0.0184649264433353,0.844279098390759,0.844279098390759,2,"tags=100%, list=1%, signal=100%",4318,0.352487857583619
GO:0001706,endoderm formation,1,0.995260663507109,1.31284670247425,0.0184649264433353,0.844279098390759,0.844279098390759,2,"tags=100%, list=1%, signal=100%",4318,0.352487857583619
GO:0007492,endoderm development,1,0.995260663507109,1.31284670247425,0.0184649264433353,0.844279098390759,0.844279098390759,2,"tags=100%, list=1%, signal=100%",4318,0.352487857583619
GO:0030857,negative regulation of epithelial cell differentiation,1,0.995260663507109,1.31284670247425,0.0184649264433353,0.844279098390759,0.844279098390759,2,"tags=100%, list=1%, signal=100%",4318,0.352487857583619
GO:0035850,epithelial cell differentiation involved in kidney development,1,0.995260663507109,1.31284670247425,0.0184649264433353,0.844279098390759,0.844279098390759,2,"tags=100%, list=1%, signal=100%",4318,0.352487857583619
GO:0035987,endodermal cell differentiation,1,0.995260663507109,1.31284670247425,0.0184649264433353,0.844279098390759,0.844279098390759,2,"tags=100%, list=1%, signal=100%",4318,0.352487857583619
GO:0043388,positive regulation of DNA binding,1,0.995260663507109,1.31284670247425,0.0184649264433353,0.844279098390759,0.844279098390759,2,"tags=100%, list=1%, signal=100%",4318,0.352487857583619
GO:0051546,keratinocyte migration,1,0.995260663507109,1.31284670247425,0.0184649264433353,0.844279098390759,0.844279098390759,2,"tags=100%, list=1%, signal=100%",4318,0.352487857583619
GO:0051547,regulation of keratinocyte migration,1,0.995260663507109,1.31284670247425,0.0184649264433353,0.844279098390759,0.844279098390759,2,"tags=100%, list=1%, signal=100%",4318,0.352487857583619
GO:0051549,positive regulation of keratinocyte migration,1,0.995260663507109,1.31284670247425,0.0184649264433353,0.844279098390759,0.844279098390759,2,"tags=100%, list=1%, signal=100%",4318,0.352487857583619
GO:0061005,cell differentiation involved in kidney development,1,0.995260663507109,1.31284670247425,0.0184649264433353,0.844279098390759,0.844279098390759,2,"tags=100%, list=1%, signal=100%",4318,0.352487857583619
